content	label
I need a hotel in Cambridge that is a 4 star and has WiFi	not
Hi, I'm looking for a place to stay in the north side. Can you recommend anything with at least 2 stars?	area
Hello, I am looking for a thai restaurant on the north side of town.	area
Hi, can you please give me information on the restaurant The Gardenia?	not
Hello! I'm looking for information on Restaurant One Seven.	not
I would like a restaurant that serves brazilian food	not
I'm looking for a medium priced Chinese restaurant.	not
I am looking for a cheap restaurant that is in the north part of town.	area
Hello, I am looking for an expensive restaurant that serves Irish food.	not
Can you please tell me how to get to the Curry King restaurant please?	not
Hello, I need to find a cheap hotel that has free parking in Cambridge	not
I am looking for Italian food on the south side of the city.	area
I am looking for a place to stay. The hotel should be in the cheap price range and should include free parking	not
I would like a mediterranean restaurant, and I don't care what part of town it is in.	area
Hi, I want to eat at an expensive seafood restaurant in Cambridge. Where can I go?	not
i'm looking for a moderately priced hotel that includes free wifi.	not
Hi, can you help me find a guesthouse to stay at?	not
Can you help me find a cheap restaurant in the west side of town?	area
I'd like to find a 4 star guesthouse, please.	not
Hi! Can you give me some information on the Golden Curry restaurant?	not
Hi, what can you tell me about a restaurant called the golden curry?	not
I'm hoping you can help me dig up some information about darrys cookhouse and wine shop.	not
I am looking for a hotel in the Cambridge area called the limehouse.	not
I am looking for a place to stay. The hotel doesn't need to have free parking and should have a star of 4	not
I'd like to find an expensive restaurant in the east part of town.	area
Hi, I am looking for some information for my upcoming trip. Specifically, I am looking for an Indian restaurant.	not
I need to find a place to stay while in Cambridge, I do not need it to have internet but I do need it to have free parking.	not
Are there restaurants in the city centre which serve North American cuisine?	area
I need a really inexpensive restaurant on the east side.	area
I am looking for a restaurant that is expensive and is in the east part of town.	area
I need to find a moderately priced condo style hotel in Cambridge that includes free parking.	not
I'm looking to dine at a restaurant in the centre that serves Austrian food. Can you help?	area
Could you help me find a moderate priced restaurant in the centre?	area
I am looking to stay at a guesthouse with free wfii	not
Hello, I am looking for a moderately priced restaurant that serves fusion food.	not
I was looking for a hotel in the center of town that offers free parking.	area
I want to find a restaurant in the south part of town serving singaporean food.	area
I need a expensive restraint om cambridge in the centre	area
I need a place to stay that includes free wifi and parking.	not
I'm looking for a restaurant. The restaurant should be in the cheap price range and should be in the north.	area
I'm trying to figure out my eating options. Are there any expensive restaurants in the centre?	area
Any fancy restaurants in town?	not
Hello. I would like to know if you serve African food. If you do, can I please get the address, phone number and postcode of the venue?	not
I'm looking for a restaurant that serves swedish food	not
I want to find a place called Shiraz Restaurant please.	not
I'd like a moderately priced restaurant in the east part of town.	area
Can you help me find a hotel called Bridge Guest House?	not
I'm looking for the Avalon.	not
north part of town restaurant please	area
I am looking for 0 star lodging with free parking included	not
I want a moderately priced restaurant please.	not
I'm looking for a restaurant in the south that serves austrian food.	area
Hi, I am looking for a restaurant in the centre area where I can eat russian food.	area
Hi, I'm looking for some information about Cambridge. Can you help me find a guesthouse to stay in? Money is no object!	not
I am looking for a place to dine that serves modern European food that is located in the Centre. What is your suggestion for this type of restaurant?	area
Yes I am looking for a moderately priced Italian restaurant.	not
I need to stay at an expensive hotel that has a 4 star rating. Can you help me?	not
Hi. Can you tell me if any restaurants in the area serve halal food?	not
I need a 4-star hotel.	not
I am looking for Ian hong house	not
i am looking for a place to dine. The restaurant should be in the west and should serve swiss food.	area
I'm looking for a restaurant the serves spanish food.	not
I've heard about Royal Spice, is it a very good restaurant? What is the price like?	not
Hello, I am looking for a restaurant that serves Japanese food.	not
Hi, how are you? Can you help me find an expensive place to stay that includes free wifi?	not
Is there any place serving cheap indian food?	not
I am looking for a cheap place to stay in the centre of town.	area
I'm looking for a place to dine. The restaurant should be in the expensive price range and should be in the centre.	area
I am looking for an expensive 4 star hotel.	not
I am looking for a restaurant that serves Catalan food in any price range.	not
I am looking for a restaurant in the center that serves asian oriental food.	area
I need a particular hotel called the Leverton House.	not
Hi, yes, I'm looking for a 4 star hotel to stay in. The only amenity it has to have is free wifi.	not
Could you book me a room at the Huntingdon Marriott Hotel for tomorrow?	not
I am looking for expensive Corsica food.	not
A moderately priced restaurant in the west part of town, please. Give me their address and phone number, too.	area
Are there any expensive european restaurants around?	not
i am looking for a place to eat in the centre that serves creative food.	area
Could you help me find an Austrian restaurant please?	not
Hi there! I need some information on the Hamilton Lodge, please.	not
I am looking for a cheap Asian Oriental restaurant.	not
Can you book a hotel room for me?	not
Hi there. I've heard great things about the Grafton Hotel Restaurant. Can you find me some details about it, please?	not
I would like to find a cheap restaurant. It should be in the North side of town.	area
I am looking for a restaurant.	not
I need a hotel. It needs to be a three star and I don't need parking. Can you find me accommodations?	not
Can you help me find the hotel Worth House?	not
Hi! I am looking for a place to stay that has free wifi. The hotel doesn't have to have free parking but that would be nice.	not
I am looking for a hotel.	not
Hi there, can you help me with my trip planning? I am trying to find a good place to stay.	not
I am looking for Nandos city centre in Cambridge, can you give me directions?	not
Hi, I need a recommendation for a restaurant in town.	not
I'd like to get some Latin American food, nothing cheap, but shouldn't be expensive either.	not
I'm looking for a moderately priced hotel to stay at that includes free wifi. Can you help?	not
I'm looking for a place to stay, in the north.	area
I'm looking for an economy hotel in the west.	area
Find me a moderately cheap restaurant in Cambridge that serves russian food	not
I need a place to stay, preferably a guesthouse with free wifi	not
I would like to find a guesthouse to stay at with a 4 star rating.	not
I looking for an Italian restaurant that offers cheap food.	not
I need a moderately-priced place to stay. I don't care about parking.	not
I'm looking for a particular restaurant called charlie chan.	not
I am looking for a place to stay. The hotel should be in the cheap price range and should be in the east	area
I'm looking for a cheap restaurant in the west.	area
I'm looking for a certain hotel, can you help me find it?	not
I want to find a moderate price restaurant and serving austrian food.	not
I am looking for a moderately priced restaurant in the south part of town, please.	area
Is there a restaurant in the centre of town serving halal food?	area
Can you find a restaurant in the west that serves british food?	area
We are visiting cambridge for the first time and looking for a moderately priced place to stay for 5 nights that includes free parking. Any suggestions?	not
I'm looking for a restaurant called pizza express Fen Ditton, do you have any information on it?	not
I'm looking for somewhere to dine in Cambridge.	not
Is there any chinese food around me right now?	not
I am looking for an Italian restaurant in the west part of town. Could I also get the phone number and address of the restaurant?	area
Can you tell me more information on the avalon?	not
i need a place to stay	not
Hi, I'm looking for a place to stay in the east with free wifi.	area
Hi, I'd like to try some Indian food. What do you have?	not
I'm looking for a Lebanese restaurant that is expensive in price.	not
Yes I am looking to find a restaurant that is expensive in the south of town.	area
Hi, I'm trying to find a hotel to stay at. Can you help with that?	not
Can you recommend a restaurant that serves French food? Not too expensive, please.	not
Can you tell me about any expensive places to dine in the east side?	area
I am looking for information about the kirkwood hotel.	not
Hi can you help me find a cheap restaurant in the centre of town?	area
I'm looking for an expensive restaurant in the Centre. Can you help me find one?	area
I am looking for a cheap restaurant in the east part of town.	area
Hi. Can you help me find an east hotel?	area
Hello. I'm looking for a place to dine tonight. I wouldn't like anything expensive, and I'd prefer something in the city center.	area
I need a guesthouse.	not
I'm looking somewhere to stay with free wifi and free parking	not
I'm looking for a good Chinese place with a cheap price range.	not
I'm looking for a hotel called the Leverton house. Can you help me find it?	not
We need a hotel in the eastern part of the city which has free parking.	area
Can you give me some information on the Allenbell? It's a hotel.	not
Hi. I am looking for international food, hopefully someplace moderately priced.	not
I am looking for a restaurant in any area that serves spanish food, what is available?	area
Can you find me a spot to stay with free parking and a 4 star rating?	not
I am looking for a chinese restaurant.	not
I am looking for a cheap restaurant in the centre part of town.	area
Please provide me information on the restaurant one seven.	not
Can you help me find a guesthouse in the north?	area
Can you help me find a hotel to stay at with a 4 star rating but also in the cheaper price range? Thanks.	not
I'm looking for a nice expensive restaurant in the south part of town	area
Hi. Can you help me find a restaurant?	not
Howdy! I'm in town for the night and need a place to stay. I'd like a four star joint with free parking, if you please.	not
I'm looking for some info on kohinoor.	not
I'm looking for a guesthouse to stay in and I don't need a free parking.	not
I want a restaurant with corsica food please.	not
I need to find a place to stay with free parking and wifi. What can you find for me?	not
Hello! I'm planning a trip to Cambridge and am interested in hearing about places to stay.	not
What are the nicest restaurants in the center of town?	area
I'm looking for a place to stay that offers free wifi	not
Hello! Can you help me find a particular restaurant?	not
Hello! I'm looking for a moderately priced place to stay in Cambridge. I'll need free parking.	not
I'm looking for a restaurant in the north that serves basque food, please.	area
i will be in cambridge and need a place to stay in the north. I hate internet.	area
I'm looking for a moderate priced place to stay in the south of town.	area
I am looking for a restaurant in the centre that offers moderate pricing.	area
Can you help me find a Turkish restaurant in the expensive price range please?	not
I need a place to eat in the south that serves italian food.	area
I want to find a restaurant in the centre and serving japanese food.	area
I would like an expensive restaurant in the east part of town	area
I need to book a room at alexander bed and breakfast and also what restaurants are near there ?	not
Can you help me find a hotel to stay at with a 4 star rating but also in the cheaper price range? Thanks.	not
i am looking for a place to dine. The restaurant should serve Chinese food and should be in the center.	area
Hi, I'm looking for a moderately priced restaurant in the south part of town.	area
Yes, I'm searching for a 4 star rated places to stay in town. It does not need to have any internet connection.	not
I'm looking for a hotel with free parking, can you help me out?	not
Hi I am looking for some information on the good luck chinese food takeaway.	not
Hi, I am looking for a cheap restaurant in the town centre?	area
I am looking for somewhere to dine during my trip to Cambridge.	not
I an you find me a 0 star guesthouse to stay in.	not
Hello, I am looking for a moderately priced restaurant on the north side of town.	area
I am looking for a particular restaurant. Its name is called restaurant one seven	not
I need a place to eat in the north area of the city.	area
Can you find the A & B Guesthouse?	not
I am looking for a moderately priced restaurant in the south part of town.	area
I am hoping to find a great place to dine while visiting the west area of cambridge.	area
Is there a moderately priced restaurant in the north part of town?	area
Hello, are there any centrally located hotels in Cambridge with free parking?	area
A moderate priced irish food restaurant.	not
I am looking for an expensive Indian restaurant in Cambridge.	not
Help me find a restaurant called hakka please	not
I am in the north part of town, can you tell me what cheap restaurants are around?	area
I am looking for a restaurant that serves Modern European food at a reasonable price.	not
Hello, I'm looking for a cheap place to stay. It doesn't need to have free parking.	not
I am looking for a particular hotel. Its name is called kirkwood house	not
Get me a restaurant that serves european food.	not
I'm looking for a place to stay on the east side.	area
Good Morning, Can you help me locate a moderate priced restaurant in the centre part of town please?	area
I want to find a restaurant in the north part of town that serves christmas food.	area
Hi, do you know of a hotel called finches bed and breakfast?	not
Where is this saffron brasserie located?	not
Hi, I'm trying to find a restaurant called sala thong.	not
Yes, hello. I interested in finding a 0-star hotel in the centre please	area
I'm looking for a certain hotel someone recommended, I think it's called the Gonville?	not
Help me find a chinese place to dine in the centre please.	area
Hello, could you please find me a place to dine?	not
Hi. I'm looking for a particular hotel if you could help me with that?	not
I'm looking for a guesthouse to stay in that includes free wi-fi.	not
Can you give me some information on the Worth House?	not
I'm looking for a place to stay with free wifi. Find me a hotel like that with a star of 4.	not
I need a good place to eat dinner. I Like Italian, what do you suggest?	not
I want to eat chinese food in the centre.	area
I need to find a moderate priced hotel to stay at.	not
I am looking to find a restaurant that serves swedish food and expensive.	not
Can you help me locate a restaurant called Pizza Express Fen Ditton?	not
Is there a place in the centre that serves asian oriental food?	area
Hello! Are there any chinese restaurants in the centre?	area
I am looking for a restaurant that is moderately priced and in the north part of town.	area
I am looking for a place in the centre of town serving indian food.	area
Are there any British restaurants in the center of town?	area
I need a place to dine on crossover food. It should be in the centre	not
Hi there, I'm looking for a middle-range hotel located in the south of Cambridge.	area
I'm looking for a place to stay on the south side of town that has free wifi.	area
Can you help me find a guesthouse with free wifi to stay at?	not
Are there any Australian food places in the south part of town?	area
I need a cheap restaurant that serves creative food.	not
Find me a moderately priced french restaurant	not
Can I get the address and cuisine type of a moderately priced restaurant in the east part of town?	area
I'm looking for a british restaurant in the east.	area
I'm looking for a moderately-priced place to stay.	not
am looking for a restaurant. The restaurant should be in the west and should be in the cheap price range	area
Hi, I need a 4 star guesthouse hotel please.	not
I am looking for a high scale restaurant located in the city centre.	area
Hello! I was hoping you could help me find a 0-star place with free wifi.	not
Hi there, I'm looking for a place to stay that has wi-fi and parking for free.	not
I'm looking for a hotel, I'm excited to see some tourist attractions so there needs to be free parking.	not
I want a hotel that has free parking.	not
I'm looking for a hotel in the moderate price range. I definitely want a hotel, not a guesthouse.	not
I'm looking to eat at a place that serves british food in the east part of town.	area
I want a cheap portuguese restaurant. Give me their address, phone number, and area, please.	not
Can you help me find a place to stay in the moderate price range. It doesn't need parking.	not
I am looking to get a guesthouse with a 4 star rating in Cambridge please.	not
I want something in the north part of town. Moderately priced.	area
Good Afternoon. I am trying to find an Indian restaurant to eat at. I would prefer something expensive. Can you help me?	not
I'd like to find a Thai restaurant in the center.	area
I'm looking for a guest house, please.	not
Hi, I'll be traveling to Cambridge soon and would like to find a restaurant that serves Indian food.	not
Im looking for a restaurant called sitar tandoori, can you help?	not
I am looking for a gueshouse to stay in during my visit. I would like for it to be in the east section of town.	area
I'm looking for a restaurant recommendation.	not
I am looking for a hotel, the Alpha-Milton Guest House.	not
I'm looking for a place to eat in the east side of the city.	area
I'm trying to find information on a particular restaurant, it is called la margherita.	not
I am looking for an expensive restaurant in the east part of town.	area
I am looking for a korean restaurant in the centre.	area
I'm looking to stay in a guesthouse in the east.	area
Hi, I want a moderately priced restaurant.	not
I want to find a cheap guesthouse to stay in.	not
I'm going to be in the north part of town next week. Can you help me find a place to stay?	area
i am looking for a hotel in Cambridge called the cambridge belfry	not
I need help finding a 4 star hotel	not
You can help me find a cheap hotel in Cambridge that includes free wifi.	not
I wanted to visit the restaurant named La Raza, could you tell me the hours it is open, and if I should try to book a reservation?	not
Hi I'm looking for a restaurant in the center, one that is inexpensive.	area
I'd like to find a north american restaurant in any area. I'd like the address, phone, and price range.	area
Can you find me a Chinese restaurant with moderate prices?	not
Hi, I am planning a trip and looking for a place to stay. Can you help me with one?	not
I am looking for a place to stay. The hotel should have a star of 4 and should include free wifi	not
Can you find me a particular hotel please?	not
I need a place to stay with free wifi.	not
I'm looking for a place to eat. I want expensive malaysian food. Can you help?	not
looking for a restaurant in the moderate price range	not
Hi, I am looking for a guesthouse that includes free parking. Do you have anything available?	not
I'm looking for information about a hotel in Cambridge called Warkworth House.	not
I am looking for a Malaysian restaurant to visit during my upcoming trip to Cambridge.	not
Hi I am looking for an expensive restaurant in the centre of town.	area
I am looking for a restaurant in the south part of town and serving portuguese food. What is the address and phone number?	area
I need to find a place to stay in town	not
Hello! Can you please give me information about Dojo Noodle Bar?	not
I am looking for a north indian food restaurant in the town centre.	area
I am looking for moderately priced lodging with free wifi.	not
Hey! Looking for a hotel on the west side. Thanks!	area
Can you help me find a chinese restaurant?	not
I am looking for a place to stay in the north that includes free wifi.	area
Hi I'm looking to find a moderate priced place to eat serving Italian food	not
I am looking for a moderate priced place to stay.	not
I am looking for a place to stay. The hotel should be in the type of guesthouse and doesn't need to include internet	not
Can you help me find a 4 star hotel to stay at that has free wifi? Thanks.	not
I'm looking for a cheap hotel with free parking.	not
I am looking for a place to stay. Preferably a guesthouse with free parking included.	not
Can you help me locate a hotel to stay at that has free parking and a 4 star rating?	not
Hi. Can you please help me find a moderately priced restaurant in the South part of town?	area
Can you please help me get information on cityroomz?	not
I'd like to find a guesthouse with free parking.	not
Hello! Can you recommend a moderately priced restauarnt near the south part of town?	area
Could you help me find a place to stay? I am looking for a hotel with 3 stars and has a moderate price.	not
Hello, I'm looking for some cheap restaurant recommendations.	not
Hello, I'm planning a trip to Cambridge and looking to make a reservation at a restaurant called the "Royal Standard". Can you get me the information for that restaurant please?	not
I am looking for a place to dine. The restaurant should be in the expensive price range and should be in the south of town	area
Yeah, what can you tell me about Archway House?	not
Hi, I am hoping to find a 4 star hotel room. Can you recommend one for me?	not
I'm looking for a restaurant that is cheap and is in the centre. Can you help me?	area
I need a hotel with free wifi but I don't need free parking.	not
can you find me a guest house that has free wifi in this town?	not
Hi, I'm looking for information on a particular restaurant called Galleria.	not
I am looking fot a hotel, Allenbell.	not
I am looking for a restaurant in the moderate price range serving modern European food.	not
I need a place for a modern european food. Moderate range ought to do it. Thank you.	not
I am looking for a restaurant in the centre of town.	area
I want to find an expensive restaurant located in Cambridge centre.	area
I am looking to eat at Rajmahal.	not
I am looking for a guesthouse to stay at that has a 4 star rating. Can you help me?	not
how about a turkish restaurant?	not
I am looking for a 4 star hotel with free parking.	not
I am in Cambridge and would like to try the restaurant City Stop Restaurant.	not
I am looking for a guesthouse with free parking	not
Yes, can you help me with some information on a place to stay?	not
I'm looking for a hotel called the autumn house, can you give me some information about it?	not
I'm looking for a place to stay during my upcoming trip to Cambridge.	not
I am looking for a reasonably priced pizza place. Can you help?	not
I am looking for an international restaurant in the east part of town.	area
I would like to get information on the bridge guest house.	not
Hello, what can you tell me about de luca cucina and bar?	not
I'm looking for a restaurant in the center that serves Turkish food	area
Hello. I am looking for a hotel, it should be in the cheap price range.	not
Can you find a 3 star hotel in the moderate price range?	not
Hello, I am looking for an expensive restaurant that serves cantonese food.	not
Yes. I need a hotel with free parking. I would like it in the moderate price range.	not
I'm looking for a restaurant that serves asian oriental food in cheap range.	not
Hi I am looking for a place to stay in the expensive price range.	not
I'm looking for an expensive restaurant in the centre.	area
Im looking for a restaurant in the north part of town in the cheap price range	area
Looking for a cheap restaurant.	not
I need a place to dine during my trip. It needs to be in the east and serve northern european food.	area
I'm looking for a restaurant in the south serving christmas food. Can you help me?	area
I'm looking for a guesthouse to stay at that has a 4 star rating. Can you help?	not
I want to find an expensive guesthouse to stay at.	not
I need a hotel on the north side with free parking.	area
Yes I am looking for a restaurant in east cambidge that serves indian food	area
I need to find an expensive british place to dine.	not
I want to find a place that serves halal food. Can you help me? Not too expensive, please.	not
Hello, I am looking for a restaurant called hotel du vin bistro.	not
Hello, I'm looking for a guesthouse in the north of town.	area
I am looking for a place to eat some moderate priced austrian food.	not
Hello, I would like to find the el shaddai hotel. Can you help me?	not
Hi I'm looking to stay at a place with a 3 star rating that has free parking	not
Please help me find a restaurant that serves Italian food located in the centre. Thanks.	area
I'm looking for a restaurant that is high end chinese.	not
I am looking for a restaurant to dine in during my visit to Cambridge.	not
I'm looking for a restaurant in the centre that serves Italian food.	area
I'm looking for an expensive place to eat that serves British food, are there any in town?	area
Yes, I am searching for a hotel named the Aylesbray Lodge Guest House?	not
Hi, are there any fusion restaurants on the westside?	area
I'm looking for a hotel that's in the north side of Cambridge and it needs to have a moderate price.	area
I need a hotel in the north that also has free parking.	area
Can you help me find Restaurant One Seven?	not
Could you help me with some information please? I am looking for a place to stay.	not
HI, I am looking for a cheap restaurant in the south of the city.	area
I am looking for a 4 star hotel with free wifi in the west side of town.	area
I'm looking for a greek restaurant that is moderately expensive.	not
I'm looking for a restaurant the serves austrian food in the centre.	area
I am looking for a guesthouse that has free parking.	not
I want to find an expensive restaurant in the south part of town. What is the address and phone number?	area
I'd like to stay in a guesthouse that offers free wifi.	not
I need a place to stay with free wifi.	not
Is there a thai restaurant in the centre of town?	area
I need a restaurant that serves Turkish food.	not
I am looking for a restaurant in the west part of town and is in the moderate price range.	area
Find me an expensive restaurant in the south please.	area
Hi. I'm trying to find a restaurant that serves Danish food.	not
I am looking for the restaurant Nandos.	area
I want a moderately priced restaurant in the east part of town. What is the phone number?	area
looking for a restaurant in the moderately priced range	not
I want to book a place to stay that is a 5 star hotel with free wifi.	not
I would like to find somewhere with expensive Kosher food.	not
I would like an expensive restaurant in the south part of town	area
I'm looking for an expensive Sri Lankan restaurant.	not
Sure, I want some help finding a restaurant in Cambridge, please.	not
I need help finding a restaurant please.	not
one in the East part of town	area
Hi I want to find a place to eat in the moderate price range in the east part of town.	area
I am looking for an expensive restaurant that is in the east part of town.	area
Hello. I am looking for a hotel called gonville hotel.	not
I'm looking for a place to stay in the north side of town	area
Hi there. Can you tell me if you have any information on the Bridge Guest House?	not
Please help me find a guesthouse to stay in that has free wifi.	not
Hi, where can I find the Autumn House hotel?	not
Hi, I'm looking for a hotel called Leverton House.	not
I would like a moderately priced restaurant located in the south part of town.	area
I'm looking for a hotel to stay in. It should be located in the centre and should include free parking please.	area
I'm looking for a halal restaurant with moderate prices.	not
I'm looking for a restaurant that serves spanish food	not
I'm looking for some lodging. Are there any 3-star accommodations where you don't have to pay for parking?	not
I'm looking for a restaurant that serves indian food.	not
I want the address to the Autumn House hotel in Cambridge.	not
Hello! I would like to get some Italian food, somewhere in the center of town.	area
I need a place to stay that has free wifi.	not
Can you recommend a place to stay that has free WiFi? I need something in the moderate price range.	not
I need a morrocan food place. Are there any around here?	not
Hi, I need a place to stay in the north that includes free wifi please.	area
I am looking for a restaurant serving malaysian food.	not
i am looking for a place to stay. The hotel should include free parking and should have a star of 4.	not
Hello, I'm looking for a gueshouse on the northside.	area
I'm looking for a restaurant in the south that is cheap.	area
Hello, I'm trying to find an expensive restaurant in the south. Suggestions?	area
I want to find some information about a hotel called alexander bed and breakfast.	not
I am looking for a mexican restaurant in south cambridge	area
I am looking for a cheap restaurant to have a meal.	not
I'm looking for a 4 star hotel in the north.	area
I'm looking for information on a restaurant called La Margherita.	not
I need to find a restaurant in the center of town. A place offering Vietnamese food, if possible.	area
I'm looking for a restaurant on the north side of town that serves tuscan food.	area
I want to find some information on da vinci pizzeria	not
cheap restaurant, please	not
I'm looking for lodgings on the east side.	area
i need a place to stay that has free parking	not
A cheap restaurant in the south part of town	area
I'm looking for a particular restaurant. Its name is called rice boat.	not
Can you recommend me a moderate priced restaurant in the north part of town?	area
Could you tell me whether there are any moderately priced catalan restaurants?	not
Can you help me find an expensive restaurant that serves British food?	not
I need to find a 4 star hotel that has moderate price.	not
I am looking for an expensive priced Chinese restaurant	not
I am looking for a moderately priced 4 star hotel.	not
I'm looking for a moderate priced place to stay in the north part of town	area
I am looking for a restaurant serving mediterranean food.	not
I need a hotel at the center of town to stay in	area
I need some Caribbean food in the south part of town.	area
I am looking for an Italian restaurant in the expensive price range.	not
I'm looking for a particular restaurant. Its name is called panahar.	not
Can you direct me to a Catalan restaurant that is moderately priced please?	not
I am looking for african food	not
Could you help me find a thai restaurant?	not
I'm looking for a cheap place to dine that also service danish food. Any suggestions?	not
I'm trying to find a hotel called Worth House. Can you help me?	not
I'm looking for the hotel called Kirkwood House.	not
I am looking for a restaurant in the city center that serves modern European food.	area
Hi. I'm looking for a restaurant that serves Irish food. Can you help me?	not
I'm looking for a moderately priced steakhouse.	not
I would like to book a reservation at the cambridge lodge restaurant	not
Hi, I am looking for a restaurant in the south that serves Tuscan food.	area
I need to find a restaurant in the west area and more on the expensive side.	area
Find me a moderately priced place to dine in the west.	area
I am looking for a restaurant in the moderate price range that serves bistro type food.	not
i want a place to stay in Cambridge the is moderate price no wifi	not
I need the address and phone number of a restaurant in the south part of town.	area
I need a place to stay. It needs to be a hotel that has free wifi.	not
Hi, I could sure use some help with my planning. I am looking for a particular hotel.	not
I am looking for a 4 star hotel that has free parking.	not
Yes I'd like to find a hotel with free parking and 5 star rating.	not
I need to book a place to stay with a star of 4. I don't need free parking.	not
Are there any cheap restaurants in the south part of town?	area
I'm looking for a moderately priced restaurant to eat at in the north.	area
I have a restaurant in mind that I'm trying to eat at tonight.	not
I'm looking for information about a restaurant named the golden wok.	not
I am looking for a five star hotel with free wifi.	not
Hello. I am looking for a hotel with free wifi and free parking.	not
I want a moderately priced restaurant in the north part of town. What is the address?	area
Hello, I am looking for a restaurant that serves international food.	not
I am looking for a restaurant serving turkish food in the centre part of town.	area
I'm looking for a hotel called kirkwood house	not
I need a place to stay in the east that has free wifi.	area
I am looking for details on the yu garden restaurant.	not
I am looking for an upscale hotel.	not
I would like to find the Anatolia restaurant please.	not
I would like to find an expensive hotel to stay at that also has free wifi. Can you help?	not
Can you get me information on a restaurant called j restaurant?	not
I need a place to eat in the east.	area
Hello, I am looking for a moderately priced restaurant that serves european food.	not
I am looking for a hotel, the Alpha-Milton Guest House.	not
Hi there, I need to find a hotel - a guesthouse to be precise. I don't need internet so don't worry about that	not
I am in the past of town. Can you recommend a restaurant in a moderate priced range?	not
I need a moderately priced restaurant that serves molecular gastronomy food please.	not
Hello, I am trying to locate a restaurant that serves northern European food, and I would prefer a more elegant setting.	not
Can you get me information on a place called kymmoy?	not
i'm looking for a place to stay that is on the cheap side.	not
I am looking for a place to stay that is expensive, I am not worried if I pay to pay for parking.	not
I would like some information on the gonville hotel	not
I'm looking for a mexican restaurant in the south part of town.	area
Hello I am looking for a guesthouse please.	not
Looking for a place to eat in the city center.	area
I am looking for a hotel with a 3 star rating and free parking	not
I am looking for a restaurant in the west side of town.	area
I am looking for the phone number and address of a restaurant that serves european food?	not
Hi, I'd like to find an expensive cantonese restaurant.	not
Hello, I am looking for a restaurant that serves African food.	not
I am looking for a moderately priced restaurant in the north part of town, what do you have available?	area
I need a place with rated 4 stars in the east. Can you help me find one that like a guesthouse?	area
Can you help direct me a restaurant called Golden House?	not
I'm looking for a guesthouse to stay at. Can you help me with that?	not
Hi, I'm looking for a place to stay. Can you help me?	not
I'm looking for some Chinese food, any good places in town?	not
I'm looking for a guesthouse to stay in that is cheap. Can you help me with that?	not
Hi, I'm trying to find a moderate turkish place to eat at. Is there anything like that?	not
I'd like to know what my options are, as far as expensive restaurants in the city center.	area
I am looking for a place to stay. The hotel doesn't need to have free parking and should be in the north	area
I need a 2 star hotel with free parking.	not
I am looking for a 3 star expensive place to stay in Cambridge.	not
Looking for a restaurant in the East side of town	area
I am looking for a restaurant in the moderate price range that serves Lebanese food.	not
I need to find a place to dine in the expensive price range that serves indian food.	not
I'd like to find a cheap restaurant in the center of town.	area
I need a restaurant in the east part of town that serves world food.	area
Hi. I'm looking for a fancy restaurant that serves English food.	not
Could you help me find a 4 star lodging on the south end?	area
I'm looking for a guesthouse to stay at with a four star rating	not
I am looking for a moderate price 3 star hotel. Can you help with that please?	not
Can you find me an expensive restaurant in the centre?	area
I'm looking for a place to dine. The restaurant should serve indian food and should be in the centre.	area
I am looking for a moderately priced restaurant in the south part of town.	area
I want to book a room in a place that has a 4-star rating.	not
I'm looking for an expensive hotel.	not
I'm looking for a guest house with free parking.	not
Hi, I'd like a listing for a Mediterranean restaurant.	not
I am looking for more information regarding the cambridge chop house.	not
I'm looking for a cheap place to dine that serves danish food.	not
I'd like more information about the Ashley Hotel, can you help?	not
I want to find a restaurant in any part of town and serves seafood.	area
Need a restaurant called the golden curry	not
I need a hotel to stay in that has free parking.	not
I'm looking for information on a hotel called alexander bed and breakfast.	not
I'm looking for a place to stay that has free wifi and parking.	not
I want to find a zero star rated hotel.	not
I am looking for a hotel in the north to stay in. Can you help me with this?	area
I am looking for a moderately priced restaurant that serves Caribbean food.	not
I am looking to stay in a guesthouse with a 4 star rating.	not
Yes I would like to find Spanish food in the center of town.	area
I am looking for a Persian restaurant with expensive price range food.	not
Hi I'm looking for a hotel in the are that includes free wifi.	not
Hello, I am looking for an expensive restaurant that is on the east side of town.	area
I want to find a hotel to stay in located in the centre	area
I wold like to book a room near downtown that has wi-fi and a free parking.	area
I am looking for a restaurant in the south part of town that is moderately priced.	area
Hello, I'm looking for a hotel in the north, and I'd like the more expensive range please.	area
Hi there, can you help me find a restaurant in the centre of town? Someplace with British food?	area
I need to find a moderately priced north indian restaurant.	not
I need some tacos! Can you help me find a Mexican restaurant on the south side of the city?	area
I want to have some afghan food.	not
Hi, I need to find a hotel to stay at. It doesn't need to have wifi.	not
Hello, I'm seeking a cheap restaurant.	not
I am looking for a hotel that include free parking and has a 1 star rating.	not
I am looking for a place to dine. The restaurant should serve african food and should be in the centre	area
I am looking for an Italian restaurant in the west part of town	area
I need help finding a book on italian food	not
I am looking for lodging in the moderate price range with free parking.	not
Hi, i am looking for a middle eastern restaurant in the expensive price range.	not
I'm looking for a restaurant called the copper kettle.	not
Can you please help me find guesthouses that offer free parking in Cambridge?	not
Know any good bites around here?	not
I'm interested in places that you can get a 1-star room for the night.	not
Could you help me locate a restaurant in the east area of town?	area
I need an expensive place to stay.	not
Hello, I am looking for a guest house.	not
Where can I find a moderately priced restaurant that serves European food?	not
